IRIS|LIBIRIS|COM|LIBCOM|DISP_MED14|DISP_D114|DISP_D914
692730104|Taillis Romanette|69273|Corbas|24306,0|15232,2|36617,3
692750101|Centre|69275|Décines-Charpieu|19808,1|11885,4|32408,0
692750102|Sablon|69275|Décines-Charpieu|17476,7|9892,8|28259,5
692750103|Berthaudieres|69275|Décines-Charpieu|20035,3|12249,6|30546,1
692750104|Cornavent|69275|Décines-Charpieu|20064,8|11510,8|32175,3
692750105|Le-Prainet|69275|Décines-Charpieu|14495,4|8524,5|24296,7
692750106|Charpieu|69275|Décines-Charpieu|22586,7|12731,4|37101,9
692750107|Bonneveau|69275|Décines-Charpieu|21358,8|11130,0|33443,3
692750108|Champ-Blanc|69275|Décines-Charpieu|23130,0|14028,3|37464,7
692750110|La-Soie|69275|Décines-Charpieu|19031,3|10503,3|30745,2
692770101|Grandes-Terres Revoison|69277|Genas|26096,0|14960,0|42616,0
692770102|Bourg|69277|Genas|26956,7|14900,0|47497,3
692770103|Azieu|69277|Genas|27803,0|16639,6|46795,3
692770104|Vurey|69277|Genas|28364,3|17891,2|47343,0
692820101|Le-Rontet|69282|Meyzieu|27307,1|15622,0|44694,7
692820102|Grand-Large|69282|Meyzieu|22138,8|12186,2|44934,7
692820103|Le-Carreau-Ouest|69282|Meyzieu|21704,5|12005,0|34019,0
692820104|Le-Carreau-Nord|69282|Meyzieu|22114,7|12567,0|37413,0
692820201|La-Jacquiere|69282|Meyzieu|22822,0|13927,0|38056,7
692820202|Le-Derippe|69282|Meyzieu|24276,0|14885,0|39058,5
692820203|Les-Balmes|69282|Meyzieu|18781,4|10404,6|30929,6
692820301|Centre|69282|Meyzieu|20800,0|12068,0|33783,9
692820402|Le-Fort|69282|Meyzieu|21961,7|12835,3|35262,0
692820403|Les-Plantees|69282|Meyzieu|16304,8|9176,8|26881,1
692820501|Mathiolan|69282|Meyzieu|17253,1|10336,0|27916,5
692820502|Le-Trillet|69282|Meyzieu|23950,0|13320,4|39586,0
692830101|Mions-Nord|69283|Mions|22700,5|12098,1|36004,8
692830102|Mions-Centre|69283|Mions|22311,7|12918,7|36180,0
692830103|Mions-Ouest|69283|Mions|23068,7|14193,6|35400,0
692830104|Mions-Sud-Est|69283|Mions|24975,3|15430,0|38967,3
692860101|Vancia|69286|Rillieux-la-Pape|23791,0|13088,9|40777,4
692860102|Crepieux|69286|Rillieux-la-Pape|28142,0|14163,9|54463,8
692860201|Alagniers Sud|69286|Rillieux-la-Pape|13304,8|8121,2|22416,5
692860202|Mont Blanc|69286|Rillieux-la-Pape|16178,0|9481,1|30153,0
692860301|Velette|69286|Rillieux-la-Pape|13281,3|7909,0|23236,0
692860302|Leclerc|69286|Rillieux-la-Pape|16231,9|9248,5|26114,0
692860303|Semailles Sud|69286|Rillieux-la-Pape|15489,2|8819,0|24217,0
692860304|Semailles Nord|69286|Rillieux-la-Pape|15802,0|9506,7|26852,4
692860401|Ravel|69286|Rillieux-la-Pape|15845,7|8743,7|23911,0
692860402|Alagnier Nord|69286|Rillieux-la-Pape|12573,4|8205,2|19834,0
692860501|Perica-La Roue|69286|Rillieux-la-Pape|23128,7|13285,7|39073,8
692860502|Village|69286|Rillieux-la-Pape|21138,0|11943,9|35185,2
692900101|Bellevue|69290|Saint-Priest|15717,1|8634,2|25622,4
692900102|Alpes|69290|Saint-Priest|18140,5|9912,9|27473,8
692900103|Diderot-Aliende|69290|Saint-Priest|17870,0|10076,0|27150,7
692900104|Colette-Plaine de Sayte|69290|Saint-Priest|20356,0|12438,5|31349,0
692900105|Herriot-Carre Rostand|69290|Saint-Priest|17210,5|9610,6|27175,6
692900201|Fouillouse|69290|Saint-Priest|24391,3|13438,1|41313,0
692900202|Marendiers|69290|Saint-Priest|23237,3|14076,0|36184,8
692900301|Cite-Berliet-La Gare|69290|Saint-Priest|18785,6|11003,3|28820,0
692900302|Garibaldi|69290|Saint-Priest|16179,6|8362,2|26396,0
692900401|Bel-Air 1|69290|Saint-Priest|13630,8|8323,6|23114,0
692900402|Bel-Air 2|69290|Saint-Priest|13121,5|7906,0|20823,7
692900403|Bel-Air 3|69290|Saint-Priest|17183,3|10764,6|26680,0
692900405|Menival-Clairon|69290|Saint-Priest|18636,8|10918,7|29510,5
692900501|Revaison-Ouest|69290|Saint-Priest|23602,0|13459,1|37305,3
692900502|Revaison-Est|69290|Saint-Priest|20282,9|11630,8|32800,0
692900601|Village-Ouest|69290|Saint-Priest|22187,8|12987,0|36335,2
692900602|Village-Est|69290|Saint-Priest|20839,4|11067,3|36160,0
692900701|Porte-des-Alpes|69290|Saint-Priest|25069,0|14636,7|42477,2
692900702|Mi-Plaine-Manissieux|69290|Saint-Priest|25944,7|15080,0|45704,7
693810101|Terreaux-Bat-d-Argent|69381|Lyon 1er Arrondissement|24425,3|11566,3|50592,6
693810201|Griffon-Royale|69381|Lyon 1er Arrondissement|24102,3|11727,5|49423,3
693810202|Capucins-Griffon|69381|Lyon 1er Arrondissement|19968,0|9464,8|38820,5
693810301|Grande-Cote-Bon-Pasteur|69381|Lyon 1er Arrondissement|19961,0|9770,5|38236,0
693810302|Trois-Gaules|69381|Lyon 1er Arrondissement|20926,3|9262,0|37808,0
693810303|Annonciade-Saint-Benoit|69381|Lyon 1er Arrondissement|22086,2|10428,0|43890,0
693810304|Chardonnet|69381|Lyon 1er Arrondissement|19449,3|9355,3|38020,0
693810401|Normale-Chartreux|69381|Lyon 1er Arrondissement|24200,0|11767,0|47024,7
693810402|Giraud-Saint-Vincent|69381|Lyon 1er Arrondissement|22864,8|11448,0|54924,8
693810501|Mairie-Martiniere|69381|Lyon 1er Arrondissement|24613,3|11062,3|50145,7
693820101|La Bourse-Grenette|69382|Lyon 2e Arrondissement|26081,5|11518,0|57626,3
693820102|Merciere-Grolee|69382|Lyon 2e Arrondissement|25924,0|10805,0|58844,7
693820202|Bellecour-a Gourjus|69382|Lyon 2e Arrondissement|31044,0|14368,0|82266,0
693820204|Bellecour-Sala|69382|Lyon 2e Arrondissement|29098,7|12907,5|70932,9
693820301|Vaubecour-Mairie|69382|Lyon 2e Arrondissement|31805,8|14763,0|65562,7
693820302|Ampere-Ainay|69382|Lyon 2e Arrondissement|28025,0|13143,3|58136,7
693820401|Gailleton-A. Comte|69382|Lyon 2e Arrondissement|28801,9|13569,5|60473,6
693820402|Carnot-Charite|69382|Lyon 2e Arrondissement|25900,0|12200,0|53631,3
693820502|Rambaud-Seguin|69382|Lyon 2e Arrondissement|23025,2|11525,4|41351,4
693820504|Sainte-Blandine-Casimir Perier|69382|Lyon 2e Arrondissement|19216,3|9209,3|36388,0
693830102|Jussieu|69383|Lyon 3e Arrondissement|31870,6|14080,0|70878,0
693830103|Les Halles|69383|Lyon 3e Arrondissement|27416,4|13985,0|48850,0
693830104|Bonnel-Servient|69383|Lyon 3e Arrondissement|26682,0|12652,9|52866,0
693830105|Mutualite-Liberte|69383|Lyon 3e Arrondissement|26984,8|12460,0|52880,0
693830201|Moncey|69383|Lyon 3e Arrondissement|16667,5|7774,7|37179,2
693830202|Voltaire|69383|Lyon 3e Arrondissement|20208,0|9465,0|37481,0
693830203|Saxe-Vileroy|69383|Lyon 3e Arrondissement|24805,0|11186,2|45452,9
693830204|Saint-Amour|69383|Lyon 3e Arrondissement|23916,7|12257,0|45412,0
693830205|Mairie-Saint-Sacrement|69383|Lyon 3e Arrondissement|21379,7|10424,3|41733,0
693830301|Part Dieu|69383|Lyon 3e Arrondissement|19501,4|9956,0|34818,6
693830302|Danton-Bir Akeim|69383|Lyon 3e Arrondissement|23288,0|11036,7|41238,7
693830401|Villette Gare|69383|Lyon 3e Arrondissement|22944,0|11624,6|40506,0
693830402|Richerand-Petites Soeurs|69383|Lyon 3e Arrondissement|21840,0|10734,2|40535,0
693830404|Baraban-Ferrandiere|69383|Lyon 3e Arrondissement|23702,3|11742,3|40205,2
693830405|Saint-Anne de Baraban|69383|Lyon 3e Arrondissement|20855,3|10430,0|38822,2
693830501|Villette-Paul Bert|69383|Lyon 3e Arrondissement|23526,3|10790,0|41904,0
693830502|Paul Bert-Maisons Neuves|69383|Lyon 3e Arrondissement|22288,8|10731,9|39326,3
693830601|Rouget-de-l-isle-Felix Faure|69383|Lyon 3e Arrondissement|20808,9|10423,8|37372,7
693830602|Dauphine-Montluc|69383|Lyon 3e Arrondissement|19058,6|9448,5|36632,7
693830603|Saint-Maximin-Sisley|69383|Lyon 3e Arrondissement|29365,3|16022,0|50355,2
693830604|Montbrilland-Guilloud|69383|Lyon 3e Arrondissement|26043,9|13180,0|46336,1
693830701|Genas CFEL|69383|Lyon 3e Arrondissement|22576,2|11837,3|41763,3
693830702|Jules Verne-Acacias|69383|Lyon 3e Arrondissement|22394,0|11311,0|42978,5
693830703|Monchat-Bonnand|69383|Lyon 3e Arrondissement|27646,0|13505,9|53960,7
693830801|Feuillat Harmonie|69383|Lyon 3e Arrondissement|23137,5|10747,1|47107,7
693830802|Trarieux-Lacassagne|69383|Lyon 3e Arrondissement|22652,0|10303,1|44592,5
693830804|Chaussagne Desgenettes|69383|Lyon 3e Arrondissement|24257,0|10211,0|57296,3
693830901|Richard Vitton-Docteur Long|69383|Lyon 3e Arrondissement|23557,9|11024,4|48273,0
693830902|Chambovet-Pinel|69383|Lyon 3e Arrondissement|30187,2|11439,3|69401,5
693840101|Herbouville-Gros Caillou|69384|Lyon 4e Arrondissement|26206,7|13021,0|48507,6
693840102|Boucle Louis Thevenet|69384|Lyon 4e Arrondissement|23486,5|11728,0|46288,0
693840103|Cdt Arnaud-Dumont d'Urville|69384|Lyon 4e Arrondissement|24067,3|11663,3|41961,0
693840202|Grande Rue-Bertone|69384|Lyon 4e Arrondissement|22901,0|12304,0|41250,5
693840203|Place Croix Rousse-Austerlitz|69384|Lyon 4e Arrondissement|23840,0|11943,3|44383,5
693840204|Cuire Canuts|69384|Lyon 4e Arrondissement|22903,3|11940,6|43032,0
693840301|Deleuvre-Henon|69384|Lyon 4e Arrondissement|25361,7|12108,4|50748,0
693840302|Canuts-d'Enfert Rochereau|69384|Lyon 4e Arrondissement|24069,9|12303,5|44454,0
693840303|Mairie-Tabareau|69384|Lyon 4e Arrondissement|23689,0|12444,7|44739,7
693840401|Saint-Exupery-Popy|69384|Lyon 4e Arrondissement|26378,7|14515,0|50289,0
693840402|Flammarion Bony|69384|Lyon 4e Arrondissement|20804,0|10805,0|55146,0
693840403|Bony Bonnet|69384|Lyon 4e Arrondissement|24334,0|12966,9|46673,7
693840501|Lyon Plage-Ypres|69384|Lyon 4e Arrondissement|26358,5|12665,8|56530,8
693840502|Gillet Serein|69384|Lyon 4e Arrondissement|27367,3|13087,0|54716,0
693850101|Saint-Paul|69385|Lyon 5e Arrondissement|22442,0|10222,7|44054,0
693850102|Saint-Jean|69385|Lyon 5e Arrondissement|23113,3|9806,0|53881,4
693850103|Saint-Georges|69385|Lyon 5e Arrondissement|22412,0|9658,5|49077,0
693850104|Quarantaine-Les Etroits|69385|Lyon 5e Arrondissement|24522,0|11741,0|49074,0
693850202|La Sarra|69385|Lyon 5e Arrondissement|21335,7|9636,1|45650,0
693850203|Loyasse-Saint-Just|69385|Lyon 5e Arrondissement|21286,7|10799,3|40274,0
693850204|Radisson-Choulans|69385|Lyon 5e Arrondissement|27176,0|12267,3|56593,8
693850301|Champvert Sud|69385|Lyon 5e Arrondissement|17386,2|10218,5|28519,6
693850302|Champvert Mairie|69385|Lyon 5e Arrondissement|20025,2|9483,5|39227,0
693850403|Les Castors-Les Granges|69385|Lyon 5e Arrondissement|25178,8|14253,0|45939,3
693850404|Alberic Pont|69385|Lyon 5e Arrondissement|22179,0|11921,3|39628,0
693850501|Les Battieres|69385|Lyon 5e Arrondissement|22861,0|12980,6|39019,3
693850502|Menival|69385|Lyon 5e Arrondissement|24436,7|11647,2|49940,0
693850503|Pierre Valdo|69385|Lyon 5e Arrondissement|19846,0|10321,3|43112,9
693850504|La Plaine Charcot|69385|Lyon 5e Arrondissement|25217,0|12993,6|52238,0
693850601|Joliot Curie-Les Acqueducs|69385|Lyon 5e Arrondissement|21933,3|12681,0|37788,0
693850602|Point-du-Jour|69385|Lyon 5e Arrondissement|25956,0|13497,0|50093,2
693850603|La Garde|69385|Lyon 5e Arrondissement|25983,3|15132,8|45899,3
693860103|Les Belges|69386|Lyon 6e Arrondissement|38707,1|16682,0|81393,3
693860104|l'Helvetie|69386|Lyon 6e Arrondissement|33193,4|14275,9|71503,3
693860201|Puvis de Chavannes|69386|Lyon 6e Arrondissement|35322,0|15960,0|72385,0
693860202|Mongolfier-Le Lycee|69386|Lyon 6e Arrondissement|34532,5|15701,0|73932,4
693860301|Marechal Lyautey|69386|Lyon 6e Arrondissement|32799,0|14680,8|75198,3
693860302|Kleber|69386|Lyon 6e Arrondissement|27925,0|13155,0|57381,0
693860303|Vitton|69386|Lyon 6e Arrondissement|28120,5|13662,0|55476,7
693860304|Les Brotteaux|69386|Lyon 6e Arrondissement|28601,6|13490,5|62124,7
693860401|Moliere|69386|Lyon 6e Arrondissement|29710,7|14184,0|65317,5
693860402|Saxe-Bossuet|69386|Lyon 6e Arrondissement|31226,7|15700,0|59097,7
693860403|Edgard Quinet|69386|Lyon 6e Arrondissement|33302,4|16039,5|69118,0
693860501|Mairie|69386|Lyon 6e Arrondissement|22238,6|10220,0|51357,8
693860502|l'Europe|69386|Lyon 6e Arrondissement|27554,0|12123,3|54190,0
693860503|Vauban|69386|Lyon 6e Arrondissement|26147,1|11885,0|50846,0
693860601|Jules Ferry|69386|Lyon 6e Arrondissement|25724,0|11801,0|55261,7
693860602|Bossuet Ney|69386|Lyon 6e Arrondissement|24717,7|11631,0|47195,3
693860603|J. Recamier|69386|Lyon 6e Arrondissement|22799,3|10113,0|45494,0
693860701|Bellecombe-Thiers|69386|Lyon 6e Arrondissement|25969,4|12286,7|46774,7
693860702|Les Charmettes-Lafayette|69386|Lyon 6e Arrondissement|21742,5|10444,0|43592,0
693870101|Pasteur|69387|Lyon 7e Arrondissement|20442,0|9115,0|39493,0
693870102|Universites|69387|Lyon 7e Arrondissement|24005,0|12007,0|47447,5
693870103|Centre Berthelot|69387|Lyon 7e Arrondissement|21755,3|10224,7|40913,3
693870201|Saint-Michel|69387|Lyon 7e Arrondissement|17713,0|8560,0|34151,3
693870202|Le Prado|69387|Lyon 7e Arrondissement|22138,0|10301,0|39663,9
693870203|Mairie|69387|Lyon 7e Arrondissement|24153,3|11575,0|41797,0
693870301|Victor Bach|69387|Lyon 7e Arrondissement|25058,0|12366,7|46861,3
693870302|Saint-Louis|69387|Lyon 7e Arrondissement|23161,0|10128,3|43077,3
693870401|Domer|69387|Lyon 7e Arrondissement|22004,0|10895,0|41136,0
693870402|Jean-Mace|69387|Lyon 7e Arrondissement|21683,3|10941,7|36858,0
693870403|Route de Vienne|69387|Lyon 7e Arrondissement|19590,5|9611,0|35552,0
693870501|Jules Brunard|69387|Lyon 7e Arrondissement|22970,3|10982,3|41330,8
693870502|Stalingrad|69387|Lyon 7e Arrondissement|23289,2|10775,4|42253,5
693870503|Lamothe|69387|Lyon 7e Arrondissement|21641,3|10808,9|38141,3
693870601|Yves Farges|69387|Lyon 7e Arrondissement|21012,1|10813,0|35648,7
693870602|Le Fleuve|69387|Lyon 7e Arrondissement|21663,0|11385,6|36253,3
693870603|Le Rhone|69387|Lyon 7e Arrondissement|22028,7|11308,7|38224,8
693870701|l'Artillerie-La Gare|69387|Lyon 7e Arrondissement|20810,7|10758,5|33627,2
693870703|Cite-Jardin|69387|Lyon 7e Arrondissement|15028,1|8280,8|27956,0
693870704|Jean-Jaurès Sud|69387|Lyon 7e Arrondissement|22162,2|10843,3|35427,6
693870705|Jean-Jaurès Nord|69387|Lyon 7e Arrondissement|21377,0|10814,7|35078,8
693870801|Marcel Merieux|69387|Lyon 7e Arrondissement|19106,7|9782,0|32316,2
693870802|Tony Garnier|69387|Lyon 7e Arrondissement|18348,6|9603,9|32212,0
693880101|Jean Moulin|69388|Lyon 8e Arrondissement|24711,7|12638,7|45140,0
693880102|Colbert|69388|Lyon 8e Arrondissement|23070,6|10693,0|41639,3
693880104|Marius Berliet Nord|69388|Lyon 8e Arrondissement|24154,0|13322,1|42335,0
693880105|Marius Berliet Sud|69388|Lyon 8e Arrondissement|19474,4|10267,0|37285,2
693880202|Les Alouettes-Bachut|69388|Lyon 8e Arrondissement|23957,0|11782,0|43492,8
693880203|Montplaisir Nord|69388|Lyon 8e Arrondissement|27099,1|15075,3|48279,3
693880204|Montplaisir Sud|69388|Lyon 8e Arrondissement|26219,3|13952,0|48175,3
693880301|Laennec|69388|Lyon 8e Arrondissement|22486,2|11952,7|36512,8
693880302|Rockefeller-La Buire|69388|Lyon 8e Arrondissement|16035,3|8811,5|27733,3
693880303|Bataille|69388|Lyon 8e Arrondissement|18759,0|9268,0|36824,2
693880401|Latarget-Mermoz|69388|Lyon 8e Arrondissement|13225,8|7993,3|22393,3
693880402|La Trinite-Mermoz|69388|Lyon 8e Arrondissement|13340,4|8376,7|20696,0
693880403|Genton-Ranvier|69388|Lyon 8e Arrondissement|21326,7|11207,9|36683,3
693880404|Mairie|69388|Lyon 8e Arrondissement|20830,7|10801,9|34614,2
693880501|Pinel Santy|69388|Lyon 8e Arrondissement|19572,9|10080,0|33177,0
693880502|La Plaine|69388|Lyon 8e Arrondissement|22325,1|11695,0|38820,5
693880503|General Andre|69388|Lyon 8e Arrondissement|21849,2|11900,8|35152,7
693880601|Langlet Santy|69388|Lyon 8e Arrondissement|12919,6|7654,3|22094,1
693880602|Grange Rouge|69388|Lyon 8e Arrondissement|15863,6|9170,0|24730,5
693880603|Viviani|69388|Lyon 8e Arrondissement|13515,0|7955,2|21333,5
693880701|Le Bocage|69388|Lyon 8e Arrondissement|21509,2|10545,3|39204,0
693880702|Etats-Unis|69388|Lyon 8e Arrondissement|15631,0|8999,4|26651,4
693880801|Moulin-a-Vent|69388|Lyon 8e Arrondissement|15339,5|8757,1|27054,0
693880802|Audibert-La Virotte|69388|Lyon 8e Arrondissement|15138,1|8811,5|27403,0
693880901|Petite Guille|69388|Lyon 8e Arrondissement|20513,0|10361,1|36509,0
693880902|Grand Trou|69388|Lyon 8e Arrondissement|18434,4|9186,3|30830,6
693880903|Montagny-Saint-Jean-de-Dieu|69388|Lyon 8e Arrondissement|15985,2|9234,7|27461,1
693890101|Montessuy-Le Vergoin|69389|Lyon 9e Arrondissement|16318,8|8892,6|36128,0
693890102|Les 3 Gouttes-Grand Champ|69389|Lyon 9e Arrondissement|26546,7|15904,0|44898,1
693890103|Louis Bouquet-Jean Perrin|69389|Lyon 9e Arrondissement|22884,0|12117,5|46484,7
693890104|Balmont Est|69389|Lyon 9e Arrondissement|18411,0|10093,6|30958,7
693890201|l'Industrie-Le Bourg|69389|Lyon 9e Arrondissement|18600,9|9723,3|39188,8
693890203|Rochecardon-Gare de Vaise|69389|Lyon 9e Arrondissement|19141,0|9643,8|32186,0
693890301|Salengro|69389|Lyon 9e Arrondissement|20092,7|10081,7|36772,0
693890302|Saint-Simon-Marietton|69389|Lyon 9e Arrondissement|17235,3|9274,0|30460,0
693890303|Mairie|69389|Lyon 9e Arrondissement|21543,3|10603,2|36104,3
693890401|Saint-Pierre de Vaise|69389|Lyon 9e Arrondissement|19676,0|10181,6|35238,7
693890402|Arloing-l'Observance|69389|Lyon 9e Arrondissement|23763,6|11375,3|44319,0
693890403|Le Beal-Gorge de Loup|69389|Lyon 9e Arrondissement|18411,3|9328,0|32708,0
693890501|La Griviere|69389|Lyon 9e Arrondissement|16919,4|9139,0|31607,8
693890502|Champvert Nord|69389|Lyon 9e Arrondissement|22337,5|12819,5|37900,0
693890601|Balmont le Fort|69389|Lyon 9e Arrondissement|13610,4|8294,3|21845,3
693890602|Le Chateau|69389|Lyon 9e Arrondissement|14300,5|8416,8|25078,6
693890603|Le Plateau|69389|Lyon 9e Arrondissement|17176,1|9919,2|28238,7
693890604|La Sauvegarde|69389|Lyon 9e Arrondissement|12952,5|7782,6|21586,0
702850101|Centre Ville|70285|Héricourt|18115,6|10578,0|30062,0
702850102|Faubourg de Belfort|70285|Héricourt|20406,7|12323,3|33204,0
702850103|Faubourg de Montbéliard|70285|Héricourt|19645,0|11000,6|30720,4
702850104|ZUP et nouveaux quartiers|70285|Héricourt|16107,8|8499,4|27456,5
705500101|Rèpes-Pontarcher|70550|Vesoul|15102,0|8945,7|23917,2
705500102|Grand Montmarin|70550|Vesoul|12774,3|8022,2|21991,2
705500103|Vesoul Ouest|70550|Vesoul|21129,3|11793,3|38322,0
705500104|Grand Grésil-Stade|70550|Vesoul|16566,0|9390,0|29020,7
705500105|Centre Sud|70550|Vesoul|19129,0|10439,6|36148,7
705500106|Centre Nord-Saint-Ferjeux|70550|Vesoul|16518,8|8288,0|35462,4
705500107|Jean-Jaurès-Petit-Banque|70550|Vesoul|18737,0|10612,2|31872,5
710140101|Collectif Saint-Pantaleon|71014|Autun|12916,7|8419,6|19574,0
710140102|Individuel Saint-Pantaleon et Les Ormes|71014|Autun|19812,5|12323,0|34023,2
710140103|Saint-Jean-Saint-Andre|71014|Autun|16606,5|9872,2|25830,7
710140104|Gare et Centre Ville Nord|71014|Autun|19642,7|11942,5|35977,7
710140105|Parc Nord et Saintandoche|71014|Autun|17346,0|10052,0|30786,5
710140106|Parc Sud-Moulin du Vallon|71014|Autun|22288,7|12277,0|39317,0
710140107|Saint-Branchez-Croix Verte|71014|Autun|16338,7|9284,8|30808,7
710140108|Centre Ville|71014|Autun|18881,1|10105,4|36154,0
710760103|Saint-Gobain-Clair Logis|71076|Chalon-sur-Saône|18660,4|11021,0|30815,3
710760104|Plateau Saint-Jean|71076|Chalon-sur-Saône|17021,7|10163,0|28268,7
710760105|Saint-Jean des Vignes|71076|Chalon-sur-Saône|20048,9|12512,8|33328,9
710760106|Deliry|71076|Chalon-sur-Saône|19306,0|11928,8|30606,0
710760107|Pres Saint-Jean Lac|71076|Chalon-sur-Saône|14896,2|8175,2|24629,0
710760108|Pres Saint-Jean Sud|71076|Chalon-sur-Saône|12529,4|7860,0|19225,3
710760109|Pres Saint-Jean Nord|71076|Chalon-sur-Saône|12277,1|7549,3|19306,7
710760110|Aubepin|71076|Chalon-sur-Saône|13139,6|7528,0|22430,0
710760111|Champ Fleuri-Verrerie|71076|Chalon-sur-Saône|15440,0|8950,0|26580,7
710760112|Colombiere|71076|Chalon-sur-Saône|18693,0|10882,5|32258,0
710760113|Garibaldi|71076|Chalon-sur-Saône|20684,4|12073,5|37999,6
710760114|Laennec|71076|Chalon-sur-Saône|18953,7|11225,0|33740,9
710760115|Citadelle|71076|Chalon-sur-Saône|20433,0|10715,0|39988,7
710760116|Matthias|71076|Chalon-sur-Saône|19665,0|10909,5|41125,3
710760117|Centre|71076|Chalon-sur-Saône|21728,6|11509,1|43774,7
710760118|Ecusson-Ile Saint-Laurent|71076|Chalon-sur-Saône|19460,0|10322,0|35106,4
710760119|Boucicaut-Saint Cosme|71076|Chalon-sur-Saône|18908,0|10793,1|32447,6
710760120|Bellevue-Charreaux|71076|Chalon-sur-Saône|18343,0|11081,0|29356,5
711530101|Parc La Verrerie-Quartier du Guide|71153|Le Creusot|16908,3|9720,0|28700,0
711530102|Saint-Laurent-Molette|71153|Le Creusot|15519,5|8869,6|24252,0
711530103|La Couronne-Saint Henri|71153|Le Creusot|19056,7|10940,7|33196,5
711530104|La Chaume-Les Riaux|71153|Le Creusot|16213,2|8867,0|26562,0
711530105|Montporcher-Canada|71153|Le Creusot|21213,0|12812,3|35867,2
711530106|Mouillelongue|71153|Le Creusot|18253,9|10682,9|29790,4
711530107|Tennis|71153|Le Creusot|12868,1|7940,8|21794,7
711530109|Croix Menee-Chanliau|71153|Le Creusot|19730,7|12301,3|32324,7
711530110|Foch|71153|Le Creusot|18293,0|11366,9|32055,3
711530111|Hotel Dieu-Montagne de Nom|71153|Le Creusot|17651,3|9852,0|32330,0
711530112|Quartier des Pres|71153|Le Creusot|19836,7|11198,0|32292,0
711530113|La Marolle-Les Vernizeaux|71153|Le Creusot|20670,7|12233,1|33698,7
712700101|Sennece-Saint Jean Le Priche|71270|Mâcon|20470,8|12937,9|32262,0
712700102|Flace-Liberte|71270|Mâcon|23732,2|13969,6|43293,9
712700103|Perrieres|71270|Mâcon|13596,7|8562,4|20166,5
712700104|Saugeraies|71270|Mâcon|12720,5|8144,8|20411,0
712700105|Centre Nord|71270|Mâcon|19075,5|10608,7|35003,3
712700106|Heritan-Neuf Cles|71270|Mâcon|21310,0|12631,9|42502,0
712700107|Centre Ville|71270|Mâcon|19248,0|10388,7|34168,7
712700108|Bioux|71270|Mâcon|18650,2|10766,0|35884,0
712700109|Pillet-Champlevert|71270|Mâcon|15023,9|8446,2|24672,0
712700110|La Chanaye-Fontenailles|71270|Mâcon|14755,8|8529,0|26298,0
712700111|Blanchettes|71270|Mâcon|13268,1|8361,5|20683,0
712700112|Herriot|71270|Mâcon|18489,3|10804,0|31797,1
712700114|Flace-Bel Horizon|71270|Mâcon|23026,0|14029,3|40650,7
712700115|Gautriats|71270|Mâcon|15212,7|9146,7|24262,7
712700116|Girouette-Murgerets|71270|Mâcon|17692,0|10642,2|29260,7
712700117|Marbe|71270|Mâcon|15407,7|9218,6|23972,0
713060101|Le Bois du Verne|71306|Montceau-les-Mines|16782,0|9506,0|25833,0
713060102|Magny-Bois Garnier|71306|Montceau-les-Mines|17428,7|11523,3|25277,3
713060103|La Saule|71306|Montceau-les-Mines|19085,8|12265,0|29304,3
713060104|Sainte-Salengro|71306|Montceau-les-Mines|16878,8|9546,0|29560,0
713060105|Bellevue|71306|Montceau-les-Mines|16542,3|9611,0|27318,8
713060106|Les Rives du Plessy|71306|Montceau-les-Mines|13519,3|8372,4|20830,7
713060107|Bois Roullot|71306|Montceau-les-Mines|18155,0|10780,7|32252,0
713060108|Centre Ville|71306|Montceau-les-Mines|17323,0|10300,4|28531,0
713060109|Bel Air|71306|Montceau-les-Mines|18547,3|11230,0|31402,5
720030101|Les Ruisseaux|72003|Allonnes|20378,0|12477,3|30467,6
720030102|Le Chaoué|72003|Allonnes|13530,7|8165,5|21123,0
720030103|La Tour aux Fées|72003|Allonnes|13920,8|7839,7|22332,0
720030104|Les Perrières|72003|Allonnes|13001,5|7698,9|20419,3
720030105|Campagne-Hautes Métairies|72003|Allonnes|19526,0|12895,0|28598,5
721540101|Centre-Ville-Sud|72154|La Flèche|19180,7|11057,3|38314,7
721540102|Centre-Ville-Nord|72154|La Flèche|17527,0|9856,2|31982,3
721540103|Notre-Dame-des-Vertus|72154|La Flèche|18345,0|11436,0|31514,0
721540104|Verron|72154|La Flèche|20940,0|13557,3|33226,4
721540105|Saint-Germain du Val|72154|La Flèche|18395,4|9533,0|32763,2
721540106|Sainte-Colombe-Monnerie|72154|La Flèche|18906,1|10552,0|29860,0
721540107|Zone-Industrielle|72154|La Flèche|18757,3|10683,8|31530,0
721810101|Vieux Mans|72181|Le Mans|21893,3|9680,0|51752,0
721810102|Courboulay|72181|Le Mans|18360,0|8277,5|36836,0
721810103|Jacobins-République|72181|Le Mans|20714,0|8780,1|48642,0
721810201|Leclerc|72181|Le Mans|23552,0|9922,0|46016,7
721810202|Gare|72181|Le Mans|19550,0|8347,8|40446,0
721810203|Nationale|72181|Le Mans|19868,0|9368,0|40481,3
721810301|Mission|72181|Le Mans|22962,2|12723,8|38467,2
721810302|Monthéard|72181|Le Mans|16458,0|8288,0|31428,0
721810401|Mutuelles|72181|Le Mans|21034,0|9615,7|42690,0
721810402|Sainte-Croix|72181|Le Mans|20212,9|10046,0|39596,5
721810501|La Butte|72181|Le Mans|20809,3|11084,2|34574,5
